epoch,set,loss,acc,reg
1,train,2.0351427021026613,0.28576666666666667,0.40578824
1,valid,1.711634308497111,0.3358333333333333,0.18498881
2,train,1.7209193518956503,0.31865,0.20199947
2,valid,1.5590891774495443,0.3025,0.1029499
3,train,1.526983377456665,0.32825,0.040432423
3,valid,1.5136437384287516,0.34725,0.024620164
4,train,1.472128176053365,0.33690000000000003,0.019204384
4,valid,1.4442100926240284,0.36,0.019500641
5,train,1.442542957941691,0.3372,0.020627888
5,valid,1.3896265037854512,0.36666666666666664,0.025479972
6,train,1.4798398542404174,0.33640000000000003,0.033085484
6,valid,23.892498024304707,0.34958333333333336,22.493418
7,train,1.4061833400726318,0.3559833333333334,0.021135436
7,valid,1.4011129685242971,0.3468333333333333,0.022440353
8,train,1.3423189787864684,0.37356666666666666,0.015953835
8,valid,4.264010219573975,0.39166666666666666,2.933297
9,train,1.2914342447916667,0.39986666666666665,0.012466413
9,valid,1.202938622633616,0.43883333333333335,0.020464614
10,train,1.225826643625895,0.42051666666666665,0.009600167
10,valid,1.1385152606169382,0.4430833333333334,0.007238803
11,train,1.1693629279136657,0.44865,0.006866822
11,valid,1.1471739661693574,0.46441666666666664,0.049267516
12,train,1.1832445095380146,0.4411,0.0076603335
12,valid,1.2660870412985483,0.4015,0.026483692
13,train,1.2227017526626587,0.4254833333333333,0.010577843
13,valid,1.4351945734024047,0.40858333333333335,0.16406074
14,train,1.2811896821657816,0.40790000000000004,0.016825268
14,valid,27.358126052618026,0.362,26.008034
15,train,1.3398027540842692,0.38383333333333336,0.023763912
15,valid,3.9050805791219076,0.40458333333333335,2.639656
16,train,1.3473384846051535,0.3779666666666667,0.034667335
16,valid,3094.2303266859053,0.42,3092.975
17,train,1.3111840572357178,0.3990666666666667,0.033632677
17,valid,44.54019335339467,0.3905,43.169136
18,train,1.2394000148773194,0.4261833333333333,0.025048178
18,valid,1.1690818643569947,0.4814166666666667,0.061398137
19,train,1.160370833714803,0.44475,0.016114997
19,valid,407618.35681859375,0.40066666666666667,407617.16
20,train,1.105713566939036,0.4588166666666667,0.012387377
20,valid,11000.547550343275,0.5078333333333334,10999.552
21,train,1.0117825291951497,0.49751666666666666,0.0076325084
21,valid,39.8845581861337,0.5264166666666668,38.93829
22,train,0.9549597916603089,0.5115666666666667,0.0054469616
22,valid,1775.9622386620442,0.5229166666666667,1775.021
23,train,0.9926997365951538,0.49293333333333333,0.008232518
23,valid,265.5213601843516,0.511,264.57004
24,train,1.0252856826782226,0.4804,0.012985704
24,valid,80.88516578892867,0.48041666666666666,79.879295
25,train,1.0997837314605712,0.4601,0.021332078
25,valid,7.464854602416357,0.4019166666666667,6.282402
26,train,1.1383400467236837,0.4467833333333333,0.031730928
26,valid,17673685.59832598,0.3770833333333333,1.7673684e+07
27,train,1.1505548869768778,0.4487833333333333,0.03628144
27,valid,1.7961130913098653,0.4423333333333333,0.69314283
28,train,1.122145359992981,0.4625666666666667,0.030827286
28,valid,1.392370440562566,0.45758333333333334,0.3337765
29,train,1.0213741199175517,0.49743333333333334,0.022455096
29,valid,95.04359121998151,0.533,94.11936
30,train,0.941953185081482,0.5309333333333334,0.017560752
30,valid,445.3404777203004,0.55125,444.46573
31,train,0.8620651098887125,0.5553166666666667,0.012314237
31,valid,125394.55640315771,0.5901666666666667,125393.75
32,train,0.7856893591880798,0.5853,0.0080409
32,valid,379294.7005717655,0.611,379293.9
33,train,0.7669087863763173,0.5945333333333334,0.006852463
33,valid,472943.3168135933,0.5928333333333333,472942.56
34,train,0.8012179038524627,0.5813166666666667,0.010590086
34,valid,649408.31069037,0.5809166666666666,649407.5
35,train,0.861918935139974,0.5635666666666667,0.018320462
35,valid,274082.5796906314,0.5789166666666667,274081.75
36,train,0.8969596495628357,0.5513833333333333,0.028906953
36,valid,14657.360196871361,0.5685,14656.51
37,train,0.933833742459615,0.5423666666666667,0.036278103
37,valid,4.001492067774137,0.5464166666666667,3.0775876
38,train,0.9453693943023682,0.5420166666666667,0.042623688
38,valid,9788886.2104164,0.43116666666666664,9.788885e+06
39,train,0.9164289644559225,0.5564333333333333,0.031969547
39,valid,34758.00174361348,0.5623333333333332,34757.125
40,train,0.8241034278869629,0.5858833333333333,0.025823306
40,valid,3236374.446811309,0.5953333333333333,3.2363735e+06
41,train,0.7392724934418996,0.60925,0.01787405
41,valid,8315.770769432784,0.627,8315.095
42,train,0.6727027661800384,0.6357166666666667,0.011779698
42,valid,86.64305289516847,0.6557499999999999,86.014465
43,train,0.6035472339789073,0.6652166666666667,0.007194824
43,valid,57039.5073620836,0.6500833333333333,57038.88
44,train,0.6185809892018636,0.6526333333333334,0.008903893
44,valid,22280.094511787396,0.64625,22279.455
45,train,0.671072970589002,0.6369666666666667,0.014989091
45,valid,12560.620804884831,0.6328333333333334,12559.943
46,train,0.7291513551076253,0.6119666666666667,0.0253625
46,valid,9.819019202987352,0.5853333333333333,9.062098
47,train,0.7720200720628103,0.6032166666666667,0.032399017
47,valid,373.3266979585091,0.5105833333333334,372.27563
48,train,0.8271969034671783,0.5860500000000001,0.0439453
48,valid,51609399.78861951,0.5768333333333334,5.16094e+07
49,train,0.8021503847440083,0.59785,0.04197287
49,valid,9.449754007260005,0.61975,8.692043
50,train,0.7304183270931244,0.6174333333333333,0.031513847
50,valid,4100966.6566964937,0.6094166666666666,4.100966e+06
51,train,0.7360290812651317,0.6154333333333333,0.030078746
51,valid,2341409.139223328,0.635,2.3414085e+06
52,train,0.6405612471898396,0.6490666666666667,0.019707464
52,valid,122515.84966880719,0.6524166666666666,122515.23
53,train,0.5666182872454325,0.6743833333333333,0.011704615
53,valid,39726931.29626872,0.6816666666666666,3.972693e+07
54,train,0.5138545599381129,0.7001833333333334,0.007956093
54,valid,18357314.96367852,0.6614166666666667,1.8357314e+07
55,train,0.5519063847859701,0.68405,0.011485638
55,valid,462967.87617634615,0.665,462967.25
56,train,0.5966727344592412,0.6662666666666667,0.018219499
56,valid,478.8106073697408,0.6230833333333333,478.12338
57,train,0.6484271316130956,0.6444166666666666,0.029504847
57,valid,25576528.40816825,0.5720833333333334,2.5576528e+07
58,train,0.694251412709554,0.63665,0.033938844
58,valid,2854647.004848143,0.5685833333333333,2.854646e+06
59,train,0.7479788936773936,0.6143833333333334,0.043408
59,valid,15500.476712596914,0.6360833333333333,15499.767
60,train,0.6989309690793355,0.6366666666666667,0.038941678
60,valid,2866443.119153401,0.6535833333333333,2.8664425e+06
61,train,0.6307424201170604,0.6626666666666666,0.03338338
61,valid,1653096.129285375,0.6715,1.6530956e+06
62,train,0.5828102622032165,0.6832666666666667,0.023549894
62,valid,1157842.1333566618,0.6404166666666666,1.1578415e+06
63,train,0.5078739282290141,0.7079833333333333,0.016007738
63,valid,46509.77116374244,0.6854166666666667,46509.22
64,train,0.44951938168207806,0.7297666666666667,0.010001692
64,valid,213129069.04800874,0.69125,2.1312907e+08
65,train,0.42265622782707213,0.7418833333333333,0.007740228
65,valid,5370531.859072861,0.6753333333333333,5.370531e+06
66,train,0.47277373111248017,0.7226333333333333,0.013248451
66,valid,64.94691469182571,0.6655833333333334,64.33936
67,train,0.5389908804893494,0.6939,0.0234042
67,valid,293511.2900865777,0.5780000000000001,293510.4
68,train,0.6067338237365086,0.6685166666666666,0.036535367
68,valid,11403372.74278368,0.65425,1.1403372e+07
69,train,0.6365399113496144,0.6590166666666667,0.041486103
69,valid,1292484.7555299012,0.6051666666666667,1.292484e+06
70,train,0.6738210417429606,0.64475,0.04763328
70,valid,27726467.804621138,0.6089166666666667,2.7726468e+07
71,train,0.617713360786438,0.66905,0.038458843
71,valid,24215800.852365397,0.6585833333333333,2.42158e+07
72,train,0.5652332532008489,0.6863333333333334,0.029611425
72,valid,87817009.06078921,0.6796666666666666,8.781701e+07
73,train,0.496691676457723,0.7141833333333334,0.022046244
73,valid,79511095.31485397,0.6888333333333333,7.951109e+07
74,train,0.4246869235833486,0.7429333333333334,0.014506076
74,valid,8503120.320892388,0.7081666666666666,8.503119e+06
75,train,0.36493186912933984,0.7709166666666667,0.008101644
75,valid,216008.06091000407,0.7074166666666667,216007.58
76,train,0.37865297855933505,0.7642666666666668,0.008907523
76,valid,65085.32865082214,0.7065833333333333,65084.793
77,train,0.44041138887405396,0.7384333333333334,0.017484868
77,valid,115603690.13937688,0.6695833333333333,1.1560369e+08
78,train,0.4884414362112681,0.7178833333333333,0.02962577
78,valid,109687.54457154652,0.6644166666666667,109686.93
79,train,0.5487722065051397,0.6976333333333333,0.037590962
79,valid,1610589.2982339556,0.6344166666666666,1.6105888e+06
80,train,0.6078812427520752,0.6758833333333334,0.046383195
80,valid,948238633.7408222,0.6123333333333333,9.4823866e+08
81,train,0.6295104222297668,0.6683333333333333,0.04824286
81,valid,3727281222.672115,0.6298333333333332,3.7272814e+09
82,train,0.5656015262206395,0.6916333333333333,0.037369628
82,valid,30192694.598939877,0.6689166666666667,3.0192694e+07
83,train,0.4842203356027603,0.7234333333333334,0.027419357
83,valid,42783091.463633806,0.6868333333333334,4.278309e+07
84,train,0.40426337603727974,0.75355,0.01795564
84,valid,29682278.624452103,0.6930833333333334,2.9682278e+07
85,train,0.34898981751998265,0.7827666666666667,0.011750604
85,valid,57659266.24411516,0.7015,5.7659268e+07
86,train,0.29701609659194944,0.80325,0.007078148
86,valid,11106446.984662246,0.7000833333333334,1.1106447e+07
87,train,0.3473606413602829,0.7833833333333333,0.01223416
87,valid,0.5726240010062853,0.7025,0.018075146
88,train,0.39105656613906226,0.7608,0.020789528
88,valid,13159996.9074575,0.6963333333333334,1.3159997e+07
89,train,0.4786364290714264,0.7262666666666667,0.034728155
89,valid,1517062076.6906652,0.5945833333333334,1.517062e+09
90,train,0.5489566331704457,0.7021833333333334,0.043295097
90,valid,12567956.098960428,0.666,1.2567956e+07
91,train,0.6211413150231043,0.6751,0.046043355
91,valid,12324621.847231887,0.6229166666666667,1.2324622e+07
92,train,0.5777320061524709,0.6924833333333332,0.0410631
92,valid,56277.50679814547,0.6876666666666668,56276.934
93,train,0.493571453332901,0.7196333333333333,0.03452763
93,valid,1158640964.7122684,0.6849166666666666,1.158641e+09
94,train,0.4189913066625595,0.7536333333333334,0.025980078
94,valid,288695.2937400552,0.6575833333333333,288694.62
95,train,0.3546987260977427,0.7826000000000001,0.017371215
95,valid,5637820.429141427,0.7040833333333333,5.6378195e+06
96,train,0.2857306653658549,0.81135,0.009465656
96,valid,152067.2907908066,0.7173333333333333,152066.77
97,train,0.2654629193643729,0.8231833333333334,0.0073511056
97,valid,41155921.88967728,0.7033333333333334,4.115592e+07
98,train,0.3168462357521057,0.7967,0.013997022
98,valid,396.0417205899954,0.69925,395.49292
99,train,0.38629864567518235,0.7638833333333334,0.027023725
99,valid,151470.8558989674,0.67575,151470.25
100,train,0.45487174340089165,0.7406333333333334,0.039000064
100,valid,83164141.92389016,0.67625,8.316414e+07
101,train,0.5202987457513809,0.7162166666666667,0.047302622
101,valid,1332013035.2640464,0.62475,1.332013e+09
102,train,0.5305355956157048,0.7140166666666667,0.04854947
102,valid,2104142.17746896,0.6565,2.1041415e+06
103,train,0.46116087810198464,0.7429166666666667,0.03927362
103,valid,2099487405.8822672,0.6831666666666666,2.0994875e+09
104,train,0.3917183387080828,0.7678,0.032012608
104,valid,2215954353.355788,0.6998333333333333,2.2159544e+09
105,train,0.3398175888856252,0.7906833333333334,0.023569545
105,valid,2189.107874788766,0.7095,2188.5354
106,train,0.2589482456843058,0.8293833333333334,0.013281496
106,valid,390514972.0663622,0.7170833333333333,3.9051498e+08
107,train,0.2013532696167628,0.85775,0.0069863377
107,valid,994042311.9780809,0.7146666666666667,9.940423e+08
108,train,0.22393981022636095,0.84425,0.008840132
108,valid,71760876.17649072,0.7173333333333333,7.176087e+07
109,train,0.2735971505045891,0.8168833333333334,0.018229233
109,valid,41078914.40602812,0.6995,4.107891e+07
110,train,0.3596705777247747,0.7806833333333334,0.035138745
110,valid,100109115.0404171,0.6773333333333333,1.0010911e+08
111,train,0.4310122118194898,0.7564666666666667,0.04506476
111,valid,51703359.393233106,0.6475833333333334,5.170336e+07
112,train,0.4865978818734487,0.7338,0.048995614
112,valid,14782785.784772383,0.6261666666666666,1.4782785e+07
113,train,0.46658654350042345,0.7404166666666666,0.046542916
113,valid,70349364257.71344,0.6015833333333334,7.0349365e+10
114,train,0.3993710357149442,0.7666666666666667,0.038516447
114,valid,11449344489.107437,0.6330833333333333,1.1449345e+10
115,train,0.31932271978259086,0.8012166666666667,0.027363978
115,valid,696682484.0295075,0.6871666666666667,6.966825e+08
116,train,0.2580079534451167,0.8297166666666667,0.0202603
116,valid,6939922623.079046,0.7100833333333334,6.939923e+09
117,train,0.1928379975457986,0.8616666666666667,0.011168626
117,valid,94860243436.2503,0.7195,9.486025e+10
118,train,0.15238005410134792,0.882,0.0061963922
118,valid,4890471435.065895,0.7196666666666667,4.8904714e+09
119,train,0.18712312533458073,0.8633000000000001,0.010710296
119,valid,2603838246.091045,0.7026666666666667,2.6038382e+09
