epoch,set,loss,acc
1,train,1.542236309528351,0.4907142857142857
1,valid,1.2931551253795623,0.5535416666666666
2,train,1.2093163068294526,0.5685
2,valid,1.4353629386425018,0.5122916666666666
3,train,1.1282799165248871,0.5952678571428571
3,valid,1.1385272610187531,0.5966666666666667
4,train,1.0790809433460236,0.6127142857142858
4,valid,1.1365049970149994,0.5975
5,train,1.0507410967350006,0.6195714285714286
5,valid,1.084354521036148,0.6122916666666667
6,train,1.0297852959632874,0.6215714285714286
6,valid,1.2003735029697418,0.5670833333333334
7,train,1.0208648560047149,0.6234821428571429
7,valid,1.0854273480176926,0.603125
8,train,0.9968301301002502,0.6359642857142858
8,valid,1.0635015225410462,0.6204166666666666
9,train,0.9591223741769791,0.6489464285714286
9,valid,1.0767520838975906,0.6022916666666667
10,train,0.957718721985817,0.6480535714285715
10,valid,1.125425636768341,0.6108333333333333
11,train,0.9179531586170196,0.6663928571428571
11,valid,1.0470680439472198,0.6254166666666666
12,train,0.9062316910028457,0.6704107142857142
12,valid,0.9811640155315399,0.650625
13,train,0.8896527225971222,0.6772857142857143
13,valid,1.7144605219364166,0.5539583333333333
14,train,0.8727515203952789,0.6875178571428571
14,valid,1.1956477171182633,0.6041666666666666
15,train,0.8556967564821243,0.6937321428571429
15,valid,1.0831920909881592,0.6297916666666666
16,train,0.8364892467260361,0.6956964285714285
16,valid,1.209116358757019,0.5729166666666666
17,train,0.8424605635404587,0.6966428571428571
17,valid,1.4201028221845626,0.5891666666666666
18,train,0.8212285006046295,0.7068214285714286
18,valid,1.226663379073143,0.6008333333333333
19,train,0.8058080576658249,0.7118035714285714
19,valid,1.9080081343650819,0.6554166666666668
20,train,0.7537811805009842,0.7310357142857142
20,valid,1.1383094000816345,0.62375
21,train,0.7420135560035706,0.7308392857142858
21,valid,1.2738335877656937,0.6135416666666667
22,train,0.7271736727952958,0.7404821428571429
22,valid,1.2366348421573639,0.601875
23,train,0.7061173719167709,0.7479285714285715
23,valid,0.9773135274648667,0.6604166666666668
24,train,0.6969184676408767,0.7516428571428571
24,valid,0.9674324452877044,0.6752083333333333
25,train,0.6561574726104736,0.7646428571428571
25,valid,1.0591094505786895,0.6510416666666667
26,train,0.6465036782026291,0.7737321428571429
26,valid,0.9375408285856247,0.6835416666666667
27,train,0.629556412935257,0.7722678571428571
27,valid,1.2305265671014787,0.6502083333333333
28,train,0.6179967288970947,0.7779821428571428
28,valid,1.2117872244119645,0.6114583333333333
29,train,0.5947610967159271,0.7867142857142858
29,valid,1.10325919598341,0.6625
30,train,0.5786279354691506,0.7899821428571429
30,valid,1.100573183298111,0.6614583333333333
