epoch,set,loss,acc,reg
1,train,1.7916889330546062,0.2921666666666667,0.18039498
1,valid,1.6180665723482768,0.3441666666666667,0.14893128
2,train,1.6282257560094198,0.33551666666666663,0.14188673
2,valid,1.7090397842725118,0.32458333333333333,0.20634006
3,train,1.555456487973531,0.34619999999999995,0.12530996
3,valid,1.4981900032361348,0.36041666666666666,0.12024257
4,train,1.4668495073318482,0.36061666666666664,0.10088964
4,valid,1.33756760319074,0.37833333333333335,0.06747358
5,train,1.4187211279869079,0.36545,0.0720949
5,valid,1.3022254415353138,0.4009166666666667,0.05993103
6,train,1.3308419863382974,0.3965333333333333,0.056125734
6,valid,1.2256259826819103,0.43116666666666664,0.03582744
7,train,1.2712306985855102,0.40865,0.043407235
7,valid,1.235428779522578,0.4225,0.041373685
8,train,1.2085651407241822,0.4267833333333333,0.03447198
8,valid,1.1219534226258596,0.43916666666666665,0.036257643
9,train,1.1509433857599893,0.4466833333333333,0.030403497
9,valid,1.0806239054600397,0.4746666666666667,0.025918702
10,train,1.0643986371358236,0.47961666666666664,0.023149323
10,valid,0.9880115818977356,0.5091666666666667,0.023484923
11,train,1.0089432056744894,0.49033333333333334,0.020776477
11,valid,0.9788657493392626,0.50675,0.019319542
12,train,0.9609003206888834,0.5149333333333334,0.01969046
12,valid,0.9469693495829901,0.5196666666666667,0.022674188
13,train,0.8680384590625763,0.5451,0.018729072
13,valid,0.8404964487751325,0.56675,0.019005874
14,train,0.7947757433255513,0.5865166666666667,0.01806321
14,valid,0.7539000238974889,0.597,0.01880333
15,train,0.7688343986670176,0.5966166666666667,0.01717859
15,valid,0.7394988152384758,0.5989166666666667,0.01730885
16,train,0.7371304542223612,0.6054,0.016815456
16,valid,0.699012304743131,0.6176666666666667,0.017981362
17,train,0.6957673727671305,0.6206833333333334,0.01678891
17,valid,0.7167916284998258,0.61175,0.016420031
18,train,0.6645015830993652,0.64065,0.01661466
18,valid,0.6872702667613825,0.6369166666666666,0.016284829
19,train,0.6467402928670247,0.6456833333333333,0.016699918
19,valid,0.6403627228736878,0.6465833333333333,0.016134838
20,train,0.6212332553068797,0.6580166666666667,0.016677678
20,valid,0.6247864371538162,0.666,0.017482053
21,train,0.5993829290072124,0.6663333333333333,0.016756456
21,valid,0.6266849931081137,0.6575,0.01681987
22,train,0.5815361596345902,0.6752666666666667,0.016906675
