epoch,set,loss,acc
1,train,2.156655604998271,0.2947666666666667
1,valid,1.9610988521575927,0.3120833333333333
2,train,2.016506983121236,0.34191666666666665
2,valid,1.8607126220067343,0.35208333333333336
3,train,1.930244402885437,0.35019999999999996
3,valid,1.8370784107844036,0.35625
4,train,1.8638128226598103,0.3629833333333333
4,valid,1.7380857078234355,0.40116666666666667
5,train,1.778914430618286,0.3869
5,valid,1.7114416364828746,0.38616666666666666
6,train,1.7243789933522542,0.4019333333333333
6,valid,1.6736541668574014,0.4109166666666667
7,train,1.656661420504252,0.4255666666666667
7,valid,1.5881193343798319,0.44366666666666665
8,train,1.5388908707300821,0.4782166666666667
8,valid,1.4773723896344502,0.47783333333333333
9,train,1.419449875195821,0.52415
9,valid,1.3609378923972448,0.5224166666666666
10,train,1.2996706353823344,0.5587666666666666
10,valid,1.1972170623143514,0.614
11,train,1.2494849793116252,0.5803833333333334
11,valid,1.13482958873113,0.61575
12,train,1.1644590892791749,0.5996333333333334
12,valid,1.1405862679084142,0.6073333333333333
13,train,1.0891453150113424,0.6266666666666667
13,valid,1.0273393219709397,0.6390833333333333
14,train,1.0705793183644612,0.6347333333333334
14,valid,1.2411529755592345,0.5756666666666667
15,train,1.0450147380828858,0.64135
15,valid,0.9983870015541713,0.64625
16,train,0.9912720905939738,0.6633833333333333
16,valid,0.9834041597445806,0.6646666666666667
17,train,0.9416434127489726,0.6822166666666667
17,valid,1.0050705953439076,0.65825
18,train,0.9039229339758555,0.6902666666666667
18,valid,1.0160264730453492,0.6639999999999999
19,train,0.8909120147228241,0.6935833333333333
19,valid,0.8741736650466919,0.6881666666666666
20,train,0.8465370244979858,0.7092333333333333
20,valid,0.938534409403801,0.6789166666666667
21,train,0.8309256036281586,0.7189333333333334
21,valid,0.8912819031874338,0.69775
22,train,0.7911266635258992,0.7288500000000001
22,valid,0.9240104548136393,0.67375
23,train,0.7841934903462728,0.7336499999999999
23,valid,0.7871470499038696,0.72775
24,train,0.7603242677052816,0.7439666666666667
24,valid,1.05418426156044,0.6466666666666666
25,train,0.790652541478475,0.73305
25,valid,0.7581810634831587,0.732
26,train,0.7372634036540985,0.74855
26,valid,0.8878173101941744,0.6956666666666667
27,train,0.7853668979803721,0.7325166666666667
27,valid,0.864565050303936,0.7052499999999999
28,train,0.7429999902248382,0.74405
28,valid,0.7334175216158231,0.7478333333333333
29,train,0.7040875542958578,0.7593166666666666
29,valid,0.8665652982393901,0.7085
30,train,0.702700930873553,0.7575
30,valid,0.7851936533053716,0.7235
31,train,0.688382315158844,0.76225
31,valid,0.8770505172014237,0.7083333333333334
32,train,0.6915054979324341,0.7684333333333334
32,valid,0.7751762582858404,0.722
33,train,0.6681816192468008,0.7741666666666667
33,valid,0.746261038184166,0.7424166666666666
34,train,0.6304365677038829,0.7822166666666667
34,valid,0.8629061324397723,0.69975
35,train,0.6407653075853984,0.78085
35,valid,0.7592486922442913,0.7384166666666667
36,train,0.5874139477014542,0.8013833333333333
36,valid,0.7451684872309366,0.7389166666666667
37,train,0.5883801412185033,0.8012333333333332
37,valid,0.7630158034960429,0.7350833333333333
38,train,0.5745526140928269,0.8071333333333334
38,valid,0.6854160333424807,0.7607499999999999
39,train,0.554316744128863,0.8155666666666666
39,valid,0.7220950180788835,0.7519166666666667
40,train,0.5530861243804296,0.8135166666666668
40,valid,0.848099149664243,0.7190833333333333
41,train,0.5287208657662074,0.8230833333333333
41,valid,0.8108960849046707,0.72575
42,train,0.5412913559277852,0.8150166666666667
42,valid,0.7351444206635157,0.7398333333333333
43,train,0.47750937314828235,0.8378
43,valid,0.7411354943116506,0.7431666666666666
44,train,0.4686617141167323,0.8426
44,valid,0.7715053905981283,0.749
45,train,0.4577716414928436,0.84755
45,valid,0.7503936770558357,0.7594166666666666
46,train,0.4442704690496127,0.8506333333333334
46,valid,0.8019105110565822,0.7449166666666667
47,train,0.48913698879877726,0.8384666666666667
47,valid,0.7017856200039386,0.7610833333333333
48,train,0.47022378973166146,0.8454333333333334
48,valid,0.7836692666014036,0.7381666666666666
49,train,0.49547015913327536,0.8396
49,valid,0.6477482291186849,0.7807499999999999
50,train,0.3927437217036883,0.8670833333333333
50,valid,0.7571172689440815,0.7604166666666666
51,train,0.3631340234776338,0.88055
51,valid,0.7636125922435895,0.7669166666666666
52,train,0.3768943659265836,0.8774
52,valid,0.6528960502271851,0.7765833333333333
53,train,0.3430545276403427,0.8829333333333333
53,valid,0.7679583624253671,0.7646666666666667
54,train,0.33596935907999675,0.8882166666666667
54,valid,0.7512913173312942,0.767
55,train,0.3641923296848933,0.8803000000000001
55,valid,0.8477052812774976,0.7644166666666666
56,train,0.3259748830596606,0.8941
56,valid,0.8586536192148924,0.7536666666666666
57,train,0.3161387873888016,0.8935833333333333
57,valid,0.8230920504964888,0.7528333333333334
58,train,0.3025550241867701,0.9010666666666666
58,valid,0.8272420459985733,0.7627499999999999
59,train,0.29612878773609796,0.9029666666666667
59,valid,0.8000644881650806,0.7739999999999999
60,train,0.28481295455495514,0.9051333333333333
60,valid,0.7706283170140038,0.7738333333333334
61,train,0.2704530134598414,0.9111833333333333
61,valid,0.7858097556761156,0.7871666666666667
62,train,0.26630141912897426,0.9171
62,valid,0.9432603125972673,0.75875
63,train,0.25857564848661424,0.9167666666666667
63,valid,0.8444965570526741,0.7681666666666667
64,train,0.3032136995792389,0.90125
64,valid,0.7921454187730949,0.7766666666666666
65,train,0.24196671437223752,0.9236333333333334
65,valid,0.8010312255223592,0.7615833333333333
66,train,0.23840554667512576,0.9221833333333334
66,valid,0.8656512613695425,0.7696666666666667
67,train,0.2408829867740472,0.9213333333333333
67,valid,1.011616512564166,0.7578333333333334
68,train,0.2231603006074826,0.9316000000000001
68,valid,0.7941633878462017,0.7746666666666667
69,train,0.222491992076238,0.9287166666666667
69,valid,0.8913778327568435,0.7725833333333334
70,train,0.22281535691022872,0.9312333333333332
70,valid,0.8884069909652074,0.768
71,train,0.22541396145025888,0.9303
71,valid,0.8710026920586824,0.7684166666666666
72,train,0.21308400211234887,0.9321
72,valid,0.7584157473718126,0.7939166666666667
73,train,0.2961351925234,0.91185
73,valid,0.7130945197741191,0.7789166666666667
74,train,0.361141172071298,0.8873500000000001
74,valid,0.7532261222352584,0.77825
75,train,0.23359353855252266,0.9252666666666667
75,valid,1.0001754861449201,0.7571666666666667
76,train,0.21971185251077016,0.9318166666666666
76,valid,1.0145840327441693,0.7471666666666666
77,train,0.2575242359638214,0.9183833333333333
77,valid,0.7708538094675168,0.79375
78,train,0.20084907115995884,0.93835
78,valid,0.8239995310703914,0.7686666666666666
79,train,0.18052009957035384,0.9443333333333334
79,valid,0.9448190049314872,0.77525
80,train,0.17844481785098712,0.9470333333333333
80,valid,0.8351866080076433,0.7859166666666667
81,train,0.19707190033793448,0.9393166666666666
81,valid,0.8403476530561844,0.7793333333333333
82,train,0.19888536233703297,0.9409166666666666
82,valid,0.8985079207519691,0.76475
83,train,0.17677617661158243,0.9442166666666667
83,valid,0.8538746168247113,0.7851666666666667
84,train,0.16723775429526966,0.9486666666666667
84,valid,0.9221978167196115,0.7848333333333333
85,train,0.1810834584136804,0.9470666666666666
85,valid,0.9105884672810013,0.7826666666666667
86,train,0.16305069641768932,0.9529166666666666
86,valid,0.9775946593284607,0.7703333333333333
87,train,0.16057455037037532,0.9530500000000001
87,valid,0.9809045100708803,0.7623333333333333
88,train,0.1635340634783109,0.9503333333333334
88,valid,1.067862647244086,0.7486666666666667
89,train,0.17053519780933857,0.9491499999999999
89,valid,0.9246936439412335,0.76625
90,train,0.20694946904977163,0.9359166666666666
90,valid,0.9407627803110518,0.7835000000000001
91,train,0.14398985370496908,0.9572166666666667
91,valid,0.8764170693340323,0.7895
92,train,0.15109701738258202,0.9548166666666666
92,valid,1.094824818074703,0.7470833333333333
93,train,0.16902268105745316,0.9494666666666667
93,valid,0.991944791804611,0.7774166666666666
94,train,0.13788775980472565,0.9591000000000001
94,valid,0.9383218395354924,0.77525
95,train,0.1644727731794119,0.9510500000000001
95,valid,0.9305439741754283,0.77925
96,train,0.15863556091984113,0.9543833333333334
96,valid,0.9710145184801271,0.782
97,train,0.1565251421034336,0.9515333333333333
97,valid,1.0190540916744308,0.7723333333333333
98,train,0.16257115756471952,0.95135
98,valid,0.938872149437666,0.7886666666666666
99,train,0.13392062357068063,0.9621333333333334
99,valid,0.9482844666259189,0.78775
100,train,0.13903079260885715,0.9603
100,valid,0.9959792261877253,0.7710833333333333
101,train,0.15656238264838854,0.9535166666666667
101,valid,0.8249808601227899,0.7896666666666667
