epoch,set,loss,acc
1,train,2.3420530163447064,0.2613666666666667
1,valid,2.0688683636983236,0.2995833333333333
2,train,2.1321805254618327,0.3026166666666667
2,valid,1.9220561456680298,0.3045833333333333
3,train,2.104671862602234,0.31916666666666665
3,valid,1.9553921445210776,0.30425
4,train,2.0132573448816937,0.34281666666666666
4,valid,1.8726840074857076,0.383
5,train,1.8911540505091349,0.3809
5,valid,1.759495439529419,0.40958333333333335
6,train,1.825317948659261,0.4015666666666667
6,valid,1.6709660251935323,0.4121666666666667
7,train,1.7629304809570312,0.42225
7,valid,1.565813241004944,0.45866666666666667
8,train,1.7015307537714641,0.4341
8,valid,1.5814723332722982,0.47191666666666665
9,train,1.6493088216781617,0.44926666666666665
9,valid,1.5735463523864746,0.4453333333333333
10,train,1.5617891120910645,0.47008333333333335
10,valid,1.463304768403371,0.47441666666666665
11,train,1.5113226591746012,0.48375
11,valid,292.0342818983396,0.5014166666666667
12,train,1.4672823859850566,0.4904833333333333
12,valid,1.3883563725153605,0.5075833333333334
13,train,1.4158954297701518,0.5133166666666666
13,valid,1.4751266427834828,0.5073333333333333
14,train,1.4019700156847636,0.5144833333333334
14,valid,1.277365391254425,0.5456666666666666
15,train,1.4871997826894123,0.4904
15,valid,1.5027587080001832,0.47633333333333333
16,train,1.4391497421264647,0.5026833333333334
16,valid,14201.521375400225,0.5468333333333334
17,train,1.3465020756721497,0.5357833333333333
17,valid,1.2897613477706908,0.5589999999999999
18,train,1.2737219004631042,0.5566833333333333
18,valid,1.2501816113789876,0.5698333333333333
19,train,1.226884975751241,0.5735666666666667
19,valid,9499.414138071537,0.5570833333333334
20,train,1.1954258335431416,0.5821833333333333
20,valid,4.709640125433604,0.61525
21,train,1.154938924630483,0.6009
21,valid,135.76149101734163,0.6055833333333334
22,train,1.1721717607180278,0.5939
22,valid,12032173.834069617,0.6008333333333333
23,train,1.1246814530690512,0.6110166666666667
23,valid,19.809981371561687,0.5913333333333334
24,train,1.077918670018514,0.6254833333333334
24,valid,1.651670414209366,0.6236666666666667
25,train,1.0856572655042012,0.62945
25,valid,10462.966590879758,0.5323333333333333
26,train,1.0516572909355164,0.6404333333333333
26,valid,1349.6658463835715,0.6363333333333333
27,train,1.0743027057647705,0.63105
27,valid,21916192.103018984,0.6150833333333333
28,train,1.0413904654184978,0.6393
28,valid,54878.51733125249,0.64725
29,train,0.9864840899308522,0.6598499999999999
29,valid,25701.423672843575,0.6226666666666667
30,train,0.9676435499191284,0.6695166666666666
30,valid,2974255.263441522,0.66625
31,train,0.9271784540017446,0.68055
31,valid,14039.64706710875,0.6701666666666667
32,train,0.9018378317356109,0.6847333333333333
32,valid,17040382.54236331,0.6880000000000001
33,train,0.8986627268791199,0.6903666666666667
33,valid,66602982.35939893,0.6564166666666668
34,train,1.017102615515391,0.6519666666666667
34,valid,252487.96724049826,0.6703333333333333
35,train,0.8825276774565379,0.6959166666666666
35,valid,180836871.71710858,0.68175
36,train,0.8484410906632741,0.7069833333333333
36,valid,2.212150728305181,0.67425
37,train,0.8465876437822978,0.7122166666666667
37,valid,462894575.80671346,0.6888333333333333
38,train,0.8180608410835266,0.7191000000000001
38,valid,19026128.559022933,0.6801666666666667
39,train,0.8042932377656301,0.7254833333333333
39,valid,794517.2964266674,0.6634166666666667
40,train,0.7872397719224294,0.7319833333333333
40,valid,313169.83301016846,0.6869999999999999
41,train,0.8751161096096038,0.6992666666666667
41,valid,66406764.17232807,0.7098333333333333
42,train,0.7935124819278717,0.7292333333333333
42,valid,2272291.2467221594,0.7228333333333333
43,train,0.7491227644284566,0.7411833333333334
43,valid,2378127.2875365964,0.7240833333333333
44,train,0.7175356695652008,0.7535666666666666
44,valid,109468.7603251487,0.7195833333333334
45,train,0.7243574404716492,0.7510666666666667
45,valid,73228.3354958876,0.70175
46,train,0.7364989442825317,0.7502333333333333
46,valid,1463.6434103411436,0.69375
47,train,0.6863137594064077,0.7665500000000001
47,valid,593399.361689048,0.7105833333333333
48,train,0.6714809496800105,0.7725333333333333
48,valid,0.8026075295607249,0.7173333333333333
49,train,0.6816391301552455,0.7746833333333334
49,valid,0.8815651359160741,0.69275
50,train,0.638758992433548,0.7841
50,valid,0.7703282529115677,0.7323333333333333
51,train,0.6196280408700308,0.7873166666666666
51,valid,0.893599097331365,0.7108333333333333
52,train,0.6111280927658082,0.7933500000000001
52,valid,7.855545960565408,0.7171666666666667
53,train,0.6179387568632762,0.7905666666666666
53,valid,1057.9509796520572,0.7369166666666667
54,train,0.5800785324970881,0.8034333333333334
54,valid,0.799541000922521,0.72775
55,train,0.5880167405207952,0.79755
55,valid,1.0074907559156419,0.7348333333333333
56,train,0.561365708231926,0.81205
56,valid,0.8577728670835495,0.7102499999999999
57,train,0.5384435766537984,0.8128166666666666
57,valid,15012801.61115636,0.72475
58,train,0.5430980870723724,0.8153
58,valid,430665107.753689,0.70875
59,train,0.6379175647099813,0.7861333333333334
59,valid,663476721.8490208,0.71075
60,train,0.5269238460461299,0.8210166666666667
60,valid,0.7581756701072057,0.74125
61,train,0.5254458156824112,0.8218833333333334
61,valid,1.9875114740555484,0.744
62,train,0.4953535374800364,0.8323833333333334
62,valid,0.8609127479791642,0.7251666666666667
63,train,0.4916670519312223,0.8342666666666667
63,valid,0.8048212908456723,0.7368333333333333
64,train,0.47949630399545035,0.83855
64,valid,25.385357971688112,0.7168333333333333
65,train,0.4608346847295761,0.8448
65,valid,0.8206452779968579,0.72625
66,train,0.48084217349688213,0.8407833333333333
66,valid,0.8525321898857753,0.7254166666666667
67,train,0.5214479740858078,0.8229333333333334
67,valid,0.9108932555715243,0.7093333333333334
68,train,0.45610083055496214,0.8476833333333333
68,valid,0.8677997815112273,0.7235
69,train,0.42823310899734496,0.85515
69,valid,0.796007467918098,0.7516666666666667
70,train,0.44390065175294874,0.8511833333333334
70,valid,83250381.75165828,0.71075
71,train,0.5450486429929733,0.82255
71,valid,11176880.515624838,0.7364999999999999
72,train,0.4453217902183533,0.8547166666666667
72,valid,0.829629799425602,0.7421666666666666
73,train,0.39412714046239855,0.8708833333333333
73,valid,18420.330749240864,0.7341666666666666
74,train,0.4028823138475418,0.86955
74,valid,1.6812122151752313,0.7394166666666666
75,train,0.4052065679430962,0.8703166666666666
75,valid,4.967751858234405,0.7246666666666667
76,train,0.40819824874401095,0.8654666666666667
76,valid,3553.747043666442,0.7259166666666667
77,train,0.3742887529730797,0.8774333333333334
77,valid,459798.21983538585,0.7290833333333333
78,train,0.3753787446022034,0.8778
78,valid,0.9306092375516891,0.73175
79,train,0.37423045430580776,0.8781000000000001
79,valid,0.864975061416626,0.7360833333333333
80,train,0.3719628094236056,0.87755
80,valid,0.9492939393719038,0.7383333333333333
81,train,0.3578662888407707,0.8845166666666667
81,valid,0.9162165826559067,0.7298333333333333
82,train,0.3683758214910825,0.88315
82,valid,0.8877689425150553,0.7359166666666667
83,train,0.42836817318201065,0.8595833333333334
83,valid,0.9068439745406309,0.7468333333333333
84,train,0.3288720175027847,0.8932666666666668
84,valid,0.9155694077846904,0.7386666666666667
85,train,0.3288855939706167,0.8933500000000001
85,valid,0.8976246521870295,0.7469166666666667
86,train,0.33611102628707884,0.8923833333333334
86,valid,0.9670283818244934,0.7325833333333334
87,train,0.3467027727464835,0.8864
87,valid,10.85521301796039,0.7284166666666667
88,train,0.3392035881678263,0.8887666666666667
88,valid,0.9286853355169297,0.7379166666666667
89,train,0.32278489098946256,0.8955333333333333
89,valid,0.8279788336157798,0.7560833333333333
90,train,0.3097421802779039,0.9005166666666667
90,valid,1.330021708086133,0.6755833333333334
91,train,0.35922905842463176,0.8876499999999999
91,valid,0.8691437034433087,0.7526666666666667
92,train,0.3264918107589086,0.8959833333333332
92,valid,68.73844640374183,0.6628333333333333
93,train,0.4308531916340192,0.8638166666666666
93,valid,0.8247642000516255,0.7530833333333333
94,train,0.32947795444726946,0.8947166666666667
94,valid,0.8658013224601746,0.7479166666666667
95,train,0.2739173696637154,0.9129666666666667
95,valid,0.9681925565004349,0.7278333333333333
96,train,0.28111532545089724,0.9123333333333333
96,valid,0.9266498285531998,0.7409166666666667
97,train,0.27508121069272357,0.9133833333333333
97,valid,0.9846249376734098,0.7405833333333334
98,train,0.3049215112924576,0.9055500000000001
98,valid,1.0008688369393348,0.7290833333333333
99,train,0.2980375855366389,0.9054333333333334
99,valid,0.9956566214561462,0.73975
100,train,0.3418425531387329,0.8876499999999999
100,valid,0.9332148668045799,0.7533333333333333
101,train,0.3317133826812108,0.89405
101,valid,0.9534658936659495,0.7211666666666666
102,train,0.2610487521092097,0.9184666666666667
102,valid,0.9398538580536843,0.7522500000000001
103,train,0.24368869491418202,0.92355
103,valid,0.9358490611116091,0.749
104,train,0.28467517789204916,0.91105
104,valid,1.0146127718190352,0.7330833333333334
105,train,0.28650556856393816,0.9116333333333334
105,valid,1.132335551381111,0.7053333333333334
106,train,0.3498655626177788,0.894
106,valid,1.0250092148780823,0.7244166666666666
107,train,0.24736761445800462,0.9237666666666667
107,valid,3.756571583747864,0.7080833333333334
108,train,0.28730937069654466,0.9097666666666667
108,valid,100.17420609335105,0.73575
109,train,0.25149117974440255,0.9221833333333334
109,valid,1.3702034278710684,0.7444166666666666
110,train,0.260582572499911,0.9204666666666667
