epoch,set,loss,acc,reg
1,train,19.757086179097495,0.13753333333333334,0.5869064
1,valid,18.492700894673664,0.1525,0.42652312
2,train,18.406448170979818,0.16333333333333333,0.4996937
2,valid,18.571220766703288,0.13558333333333333,0.9806242
3,train,18.488522537231447,0.15545,0.590782
3,valid,17.891407769521077,0.1775,0.42407358
4,train,18.06420224761963,0.16970000000000002,0.3745965
4,valid,17.796603762308756,0.12916666666666668,0.26631206
5,train,17.657531145731607,0.18203333333333335,0.29437503
5,valid,16.813145135243733,0.30541666666666667,0.2176975
6,train,16.869266670227052,0.23158333333333334,0.30806836
6,valid,16.271533203125,0.15075,0.17605285
7,train,16.431251274108888,0.22075,0.20368706
7,valid,16.101183128356933,0.2991666666666667,0.25770143
8,train,16.056271725972493,0.24736666666666668,0.17441235
8,valid,15.181464722951253,0.21558333333333332,0.17772342
9,train,15.869863705952962,0.2673666666666667,0.15563236
9,valid,14.969865652720133,0.2528333333333333,0.112266436
10,train,15.015453282674153,0.28641666666666665,0.13172813
10,valid,14.054450232187907,0.3214166666666667,0.13301352
11,train,14.22250880432129,0.3258333333333333,0.12695234
11,valid,13.463157046635946,0.3685,0.11439142
12,train,13.64122306060791,0.35675,0.11714824
12,valid,13.362513497670491,0.32016666666666665,0.118840106
13,train,13.239063766479493,0.3827,0.106878564
13,valid,33.80930682182312,0.38016666666666665,21.00371
14,train,12.765294260660808,0.3881166666666666,0.09929309
14,valid,14.97186838944753,0.4136666666666666,0.08846153
15,train,12.746390806833903,0.4037833333333333,0.09912841
15,valid,11.896048285166422,0.41208333333333336,0.11225063
16,train,12.187010510762532,0.41259999999999997,0.09661328
16,valid,11.622468382517496,0.4446666666666667,0.09767564
17,train,11.691368287404378,0.44238333333333335,0.09452586
17,valid,10.864364643096923,0.4686666666666666,0.09039569
18,train,11.169765042622885,0.46476666666666666,0.0947676
18,valid,12.14709152539571,0.3795,0.11471788
19,train,10.592098834991456,0.4813666666666666,0.094434634
19,valid,10.49912473042806,0.4510833333333333,0.13429447
20,train,10.039691275278727,0.51145,0.09757868
20,valid,38.96873759110769,0.5194166666666666,29.516068
21,train,9.694068161010742,0.5288666666666666,0.10091331
21,valid,24903.94020708402,0.5388333333333334,24895.176
22,train,9.429198240915934,0.5233166666666667,0.10039779
22,valid,618.3141334358851,0.569,609.02423
23,train,8.83009648513794,0.5570166666666666,0.1036982
23,valid,9.17114427725474,0.5740833333333333,0.11807737
24,train,8.555542360941569,0.5626833333333333,0.10776069
24,valid,8.318046826521556,0.5870833333333333,0.09827132
25,train,8.03851799138387,0.5764333333333334,0.11218673
25,valid,8.043584094047546,0.61925,0.10498257
26,train,7.658978381156921,0.5930833333333333,0.113688804
26,valid,8.008630361557007,0.5820833333333333,0.111862995
27,train,7.281810860951741,0.6080166666666666,0.112831146
27,valid,8.184553320805232,0.5992500000000001,0.12055482
28,train,7.17656378364563,0.6120166666666667,0.11429502
28,valid,8.153641827106476,0.5915833333333333,0.112556584
29,train,6.9168101526896155,0.61635,0.1158609
29,valid,8.546147214571635,0.5993333333333334,0.1303923
30,train,6.566727601369222,0.6302333333333333,0.116637595
30,valid,418.48399359464645,0.63625,411.06506
31,train,6.357062466303508,0.6337833333333333,0.12009773
31,valid,7.7594090580940245,0.63325,0.12834074
32,train,6.39323341623942,0.6411333333333333,0.12104069
32,valid,222.80313535809518,0.6318333333333334,215.47705
33,train,6.408160167058309,0.6407666666666667,0.12233696
33,valid,72.38820617516835,0.6455833333333334,65.473206
34,train,6.085143430709839,0.6524166666666666,0.12567468
34,valid,7.068053295612335,0.637,0.1319622
35,train,6.175371542612711,0.6431333333333333,0.12863065
35,valid,83.32082001805306,0.6540833333333333,76.00209
36,train,6.14255523554484,0.6459333333333334,0.13073812
36,valid,7.038967054287593,0.6229166666666667,0.13605627
37,train,5.665232273419698,0.6679833333333334,0.13156354
37,valid,8.425434821446737,0.5954166666666667,0.13906501
38,train,5.4778207623163855,0.6771166666666666,0.12955534
38,valid,7.1751897444327675,0.6554166666666666,0.13697179
39,train,5.362810208002727,0.6823666666666667,0.128749
39,valid,7.152007116874059,0.64475,0.1582541
40,train,5.467881558736165,0.6822166666666667,0.13132484
40,valid,6.50202774922053,0.6748333333333333,0.13453323
41,train,5.061260295232137,0.6948166666666666,0.13313013
41,valid,14923.36694901347,0.68,14917.088
42,train,4.929032155672709,0.7001000000000001,0.13280481
42,valid,6.537337896823883,0.6635000000000001,0.14489321
43,train,4.941811684290568,0.6986666666666667,0.13184191
43,valid,8.3352498626709,0.5558333333333333,0.16454013
44,train,4.863490192095439,0.7012666666666667,0.13309799
44,valid,7.882795204718907,0.6235,0.114770785
45,train,4.576775341669719,0.711,0.13535182
45,valid,8378.408148392042,0.6890833333333333,8371.456
46,train,4.561521258672078,0.7152166666666667,0.13541561
46,valid,157.28800860444704,0.6740833333333334,151.08522
47,train,4.204596116065979,0.7326833333333334,0.13453057
47,valid,9.771135474046071,0.6294166666666666,0.16012084
48,train,4.181643966674804,0.7336,0.13368644
48,valid,6.634009354909261,0.6879166666666666,0.13655196
49,train,4.272304827054342,0.7289666666666667,0.13405983
49,valid,6.2066700756549835,0.6933333333333334,0.14110006
50,train,4.082644316355387,0.7371333333333334,0.13646245
50,valid,6.609992059071859,0.70475,0.13626108
51,train,3.920112190882365,0.7480666666666667,0.1389962
51,valid,6.07745962937673,0.7228333333333333,0.12618856
52,train,3.752412620862325,0.7553166666666666,0.1388236
52,valid,6.924120000203451,0.68825,0.28128868
53,train,4.01314999739329,0.7425666666666666,0.13608597
53,valid,7.514285186926524,0.6370833333333333,0.16318987
54,train,5.757006894111633,0.677,0.14100322
54,valid,6.120448739528656,0.6841666666666667,0.14785148
55,train,4.051937609990437,0.73785,0.14092404
55,valid,6.690823200543721,0.6645,0.14012021
56,train,4.207764478683472,0.7384333333333334,0.14226994
56,valid,6.587903621594111,0.6761666666666667,0.14185494
57,train,3.726154852549235,0.7593,0.13960609
57,valid,7.153625350793202,0.6951666666666667,0.14578499
58,train,3.6229485718409222,0.7633166666666666,0.13812943
58,valid,20.775743043025333,0.7005,14.34271
59,train,3.7046511084238687,0.7630666666666666,0.13715367
59,valid,9.73276168982188,0.6426666666666667,0.74803114
60,train,4.030417937596639,0.7433666666666666,0.14436573
60,valid,5.841930702527364,0.7276666666666667,0.15662327
61,train,3.2483794984817504,0.7785,0.14277166
61,valid,5.530672129392624,0.71725,0.13894308
62,train,3.175607131958008,0.7833,0.14378038
62,valid,6.975710287690163,0.7170833333333333,0.15234286
63,train,3.093284017086029,0.7876000000000001,0.14125377
63,valid,6.326374556620916,0.7188333333333333,0.16057827
64,train,3.066122729142507,0.79085,0.14094917
64,valid,1193.928357979258,0.7304166666666667,1187.649
65,train,3.0586879000663756,0.7907833333333333,0.13911596
65,valid,536.2243565042813,0.72075,529.44916
66,train,3.124964877128601,0.7831333333333333,0.13981669
66,valid,247.90172760009764,0.6520833333333333,240.81519
67,train,2.91445809284846,0.7934833333333333,0.14268552
67,valid,906.1679808743795,0.7135,900.2419
68,train,3.0117829014460247,0.79405,0.14197956
68,valid,6.518271604379018,0.7179166666666666,0.1545661
69,train,2.9191949547131855,0.7952166666666667,0.14564031
69,valid,139.55152293622493,0.72825,133.42587
70,train,2.7285603615442913,0.8097833333333333,0.14461887
70,valid,80.3434974805514,0.64725,71.35807
71,train,2.8859682540893554,0.8036000000000001,0.14729422
71,valid,10230.610951637427,0.7336666666666667,10225.106
72,train,2.8361442675590514,0.8033833333333333,0.14910306
72,valid,5.93929680387179,0.7325,0.15135379
73,train,2.6069998690287273,0.8161333333333334,0.14681879
73,valid,6.092939615249634,0.7431666666666666,0.13847485
74,train,2.872446322917938,0.8024333333333334,0.15051727
74,valid,5806.752261966269,0.7366666666666667,5800.489
75,train,2.5459341627756755,0.8169666666666667,0.14629352
75,valid,33524.98463113427,0.7185833333333332,33518.42
76,train,2.484859831492106,0.8208833333333334,0.14890191
76,valid,3482.0515584067502,0.72675,3476.2727
77,train,2.4481332456270852,0.82355,0.14538461
77,valid,7564.243742969831,0.7300833333333333,7557.419
78,train,2.1410516319274904,0.8369166666666666,0.1436727
78,valid,11454.248598220349,0.7199166666666666,11446.878
79,train,2.467612134774526,0.8262333333333333,0.14036998
79,valid,25757.646161142588,0.6929166666666666,25750.71
80,train,2.681990263144175,0.80975,0.1510285
80,valid,23502.806546871067,0.6851666666666667,23494.787
81,train,2.6008521496454873,0.8191999999999999,0.14773047
81,valid,2775.793470567862,0.7176666666666667,2769.261
82,train,2.6794684700965883,0.8093,0.1510349
82,valid,29292.741974622804,0.7149166666666666,29285.518
83,train,2.3499353942871095,0.8306333333333333,0.14821748
83,valid,18369.545544570487,0.7346666666666667,18363.252
84,train,2.313811249812444,0.83055,0.14455025
84,valid,1364.7728183281422,0.6544166666666666,1357.0072
85,train,3.127945734500885,0.78705,0.14993255
85,valid,6.242678548097611,0.7235,0.1571101
86,train,2.305860861937205,0.8340833333333333,0.14922349
86,valid,6.052012036442757,0.7533333333333333,0.13716994
87,train,1.9979613218307495,0.8474333333333334,0.14189775
87,valid,2650.569090466102,0.7115833333333333,2643.7825
88,train,2.9787529900868734,0.7938000000000001,0.15521383
88,valid,5.86103407005469,0.7345833333333334,0.15505952
89,train,2.0393137443065643,0.8441666666666666,0.14802237
89,valid,1237.9101005518437,0.7325833333333334,1232.3654
90,train,2.011387810309728,0.8510833333333333,0.14559424
90,valid,21518.288298322757,0.7356666666666666,21511.83
91,train,1.8539966462453206,0.8571833333333334,0.14399695
91,valid,7613.883100242615,0.72025,7607.7026
92,train,2.0407687883377075,0.8492,0.14680544
92,valid,46644.081234525445,0.7322500000000001,46637.48
93,train,3.035483222961426,0.7924333333333334,0.15641144
93,valid,12131.915365101893,0.7334166666666667,12126.134
94,train,2.010456796725591,0.8441000000000001,0.15493907
94,valid,10557.111668426196,0.7625,10551.234
95,train,1.7805880506038665,0.8620166666666668,0.14509293
95,valid,24769.507763994534,0.7364166666666667,24762.795
96,train,1.9471624790827433,0.8582166666666667,0.14690082
96,valid,12885.39856958588,0.7351666666666667,12879.305
97,train,1.6611106854279836,0.8642166666666667,0.14464624
97,valid,2730.9265706469614,0.7631666666666667,2724.8345
98,train,1.482515683412552,0.8747166666666667,0.14212453
98,valid,1230.3218216600021,0.7410833333333333,1223.5665
99,train,1.5177997251351674,0.869,0.14515428
99,valid,503.83279269357524,0.7581666666666667,497.23465
100,train,1.5644694564342498,0.8723500000000001,0.14516054
100,valid,67598.45907642563,0.735,67591.414
101,train,1.4128053277333577,0.87855,0.14136486
101,valid,4867.1703838487465,0.7408333333333333,4860.2153
102,train,1.5101895693937937,0.8684333333333334,0.14384729
102,valid,31316.382551315626,0.7325,31309.59
103,train,1.2954413305123647,0.8883166666666666,0.14040305
103,valid,21387.911250461537,0.7308333333333333,21381.092
104,train,1.6055602095127106,0.8703333333333333,0.14205192
104,valid,10152.77507000645,0.7370833333333333,10146.014
105,train,1.5142783722877502,0.8768,0.14606951
105,valid,5720.995774492026,0.7727499999999999,5714.8345
106,train,1.4314661080042521,0.88205,0.14606686
106,valid,6.919100666443507,0.7485833333333333,0.15310991
107,train,1.1136013796329498,0.90275,0.14011292
107,valid,6400.3857930463555,0.7561666666666667,6392.7715
108,train,1.31556529601415,0.8894833333333333,0.13667674
108,valid,17435.54227058808,0.71125,17426.795
109,train,3.0365864926973978,0.8055833333333333,0.17159672
109,valid,58.98672762831052,0.7054166666666667,52.41861
110,train,1.3052531114419301,0.88705,0.158055
110,valid,7.950989646116892,0.7423333333333333,0.14817983
111,train,1.1617134785652161,0.9008833333333334,0.1466563
111,valid,7.779925307631492,0.7561666666666667,0.13998426
112,train,1.3056800359090168,0.9035166666666667,0.14263132
112,valid,8.858020310799281,0.7414166666666667,0.14605513
113,train,1.315904347260793,0.88825,0.1469454
113,valid,8.462724270224571,0.7486666666666667,0.14333116
114,train,1.2760909117857615,0.8982166666666667,0.14998192
114,valid,7.442238497336706,0.75525,0.14508992
115,train,1.1634092905521394,0.8980166666666667,0.14510429
115,valid,7.072771272261938,0.7393333333333334,0.14423661
116,train,1.3177852119207383,0.8976333333333334,0.14526342
116,valid,11.40238630771637,0.7082499999999999,0.16578332
117,train,1.1703203214009603,0.9029666666666667,0.1508018
117,valid,8.593380895058313,0.7230833333333334,0.16923046
118,train,1.306386246919632,0.8912166666666667,0.15323107
118,valid,7.538065691590309,0.7480833333333333,0.14359128
119,train,1.3208297761281331,0.8971333333333333,0.15244561
119,valid,7.205245688756307,0.74125,0.17357889
120,train,1.1005509546597798,0.9062666666666668,0.14519139
